,EdLevel,EdLevelClean
385,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
386,Some college/university study without earning a degree,Some college (no degree)
387,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
388,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
389,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
390,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
391,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
392,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
393,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
394,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
395,"Associate degree (A.A., A.S., etc.)",Associate degree
396,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
397,Some college/university study without earning a degree,Some college (no degree)
398,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
399,Some college/university study without earning a degree,Some college (no degree)
400,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
401,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
402,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
403,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
404,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
405,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
406,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
407,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
408,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
409,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
410,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
411,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
412,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
413,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
414,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
415,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
416,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
417,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
418,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
419,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
420,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
421,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
422,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
423,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
424,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
425,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
426,Some college/university study without earning a degree,Some college (no degree)
427,Some college/university study without earning a degree,Some college (no degree)
428,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Professional degree
429,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
430,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
431,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
432,"Associate degree (A.A., A.S., etc.)",Associate degree
433,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
434,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Professional degree
435,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
436,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
437,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
438,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
439,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
440,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
441,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
442,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
443,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
444,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
445,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
446,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
447,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
448,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
449,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
450,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
451,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
452,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
453,Some college/university study without earning a degree,Some college (no degree)
454,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
455,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Professional degree
456,Some college/university study without earning a degree,Some college (no degree)
457,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Professional degree
458,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
459,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
460,"Associate degree (A.A., A.S., etc.)",Associate degree
461,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
462,"Associate degree (A.A., A.S., etc.)",Associate degree
463,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
464,Some college/university study without earning a degree,Some college (no degree)
465,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
466,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
467,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
468,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
469,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
470,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
471,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
472,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
473,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
474,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
475,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
476,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
477,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
478,Primary/elementary school,Primary/elementary school
479,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
480,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
481,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
482,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
483,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
484,Some college/university study without earning a degree,Some college (no degree)
485,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
486,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
487,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
488,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Professional degree
489,Some college/university study without earning a degree,Some college (no degree)
490,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
491,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
492,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
493,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
494,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
495,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
496,Some college/university study without earning a degree,Some college (no degree)
497,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
498,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
499,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
500,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
501,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
502,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
503,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
504,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Professional degree
505,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
506,Some college/university study without earning a degree,Some college (no degree)
507,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
508,Something else,Something else
509,Some college/university study without earning a degree,Some college (no degree)
510,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
511,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
512,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
513,Some college/university study without earning a degree,Some college (no degree)
514,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
515,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
516,Some college/university study without earning a degree,Some college (no degree)
517,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
518,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
519,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
520,Some college/university study without earning a degree,Some college (no degree)
521,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
522,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
523,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
524,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
525,Some college/university study without earning a degree,Some college (no degree)
526,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
527,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
528,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
529,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
530,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
531,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
532,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
533,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
534,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
535,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
536,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
537,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
538,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
539,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
540,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
541,Some college/university study without earning a degree,Some college (no degree)
542,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
543,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
544,Some college/university study without earning a degree,Some college (no degree)
545,"Associate degree (A.A., A.S., etc.)",Associate degree
546,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
547,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
548,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
549,Some college/university study without earning a degree,Some college (no degree)
550,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
551,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
552,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
553,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
554,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
555,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
556,Some college/university study without earning a degree,Some college (no degree)
557,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
558,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
559,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
560,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
561,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
562,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
563,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
564,"Associate degree (A.A., A.S., etc.)",Associate degree
565,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
566,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
567,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
568,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
569,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
570,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Professional degree
571,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
572,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
573,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
574,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
575,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
576,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
577,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Professional degree
578,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
579,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
580,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
581,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
582,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
583,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
584,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
585,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
586,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
587,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
588,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
589,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
590,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
591,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Professional degree
592,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
593,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
594,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
595,Some college/university study without earning a degree,Some college (no degree)
596,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
597,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
598,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Professional degree
599,"Associate degree (A.A., A.S., etc.)",Associate degree
600,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
601,"Associate degree (A.A., A.S., etc.)",Associate degree
602,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
603,Some college/university study without earning a degree,Some college (no degree)
604,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
605,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
606,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
607,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
608,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
609,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
